folder,file1,file2,tfidf_similarity,ast_similarity,combined_similarity,length_ratio,complexity_ratio,es_plagio,dataset,tokenize_success,ast_success
5766f176_e7a997b5,5766f176.java,e7a997b5.java,0.4654,0.8116,0.5174,0.9142,1.0,0,conplag,True,True
c03_orig_np09,original.java,compared.java,0.97,0.935,0.9595,0.9212,1.0,0,ir_plag,True,True
1410e423_e90a198b,1410e423.java,e90a198b.java,0.3543,0.5976,0.3908,0.6518,0.6429,0,conplag,True,True
1097b326_b45d28b2,1097b326.java,b45d28b2.java,0.4787,0.6865,0.5099,0.8838,1.0,0,conplag,True,True
3088ca9c_7a9c69d8,3088ca9c.java,7a9c69d8.java,0.559,0.8491,0.6025,0.9869,1.0,1,conplag,True,True
18d20d2e_d8a171a3,18d20d2e.java,d8a171a3.java,0.451,0.7002,0.4884,0.6874,0.8571,0,conplag,True,True
c04_orig_L4v07,original.java,compared.java,0.5985,0.8375,0.6702,0.7952,1.0,1,ir_plag,True,True
c04_orig_np11,original.java,compared.java,0.3873,0.9955,0.5697,0.8462,1.0,0,ir_plag,True,True
c05_orig_L1v07,original.java,compared.java,1.0,1.0,1.0,1.0,1.0,1,ir_plag,True,True
46e9aed4_ee4f7b06,46e9aed4.java,ee4f7b06.java,0.4141,0.5396,0.4329,0.9951,1.0,0,conplag,True,True
c04_orig_L2v03,original.java,compared.java,1.0,1.0,1.0,1.0,1.0,1,ir_plag,True,True
c06_orig_L5v03,original.java,compared.java,0.7126,0.7625,0.7276,0.888,1.0,1,ir_plag,True,True
c06_orig_L3v07,original.java,compared.java,0.7665,1.0,0.8366,0.991,1.0,1,ir_plag,True,True
5b9a0551_9debf95c,5b9a0551.java,9debf95c.java,0.2398,0.5985,0.2936,0.6015,0.8333,0,conplag,True,True
63a24497_6e5ab1d2,63a24497.java,6e5ab1d2.java,0.3714,0.7675,0.4308,0.9059,0.7857,1,conplag,True,True
69b2fd22_7bc92b7f,69b2fd22.java,7bc92b7f.java,0.498,0.8183,0.546,0.9148,1.0,0,conplag,True,True
8c011cb9_e0f6aad6,8c011cb9.java,e0f6aad6.java,0.2643,0.7493,0.3371,0.9864,1.0,0,conplag,True,True
0c00d532_521c5645,0c00d532.java,521c5645.java,0.3638,0.5811,0.3964,0.6559,0.5556,0,conplag,True,True
5e3089fa_aea245ba,5e3089fa.java,aea245ba.java,0.4492,0.7634,0.4963,0.9229,0.9,0,conplag,True,True
c05_orig_L1v05,original.java,compared.java,0.7652,1.0,0.8356,0.9469,1.0,1,ir_plag,True,True
ca8f11a4_e185bce5,ca8f11a4.java,e185bce5.java,0.3971,0.7833,0.455,0.8873,0.8333,0,conplag,True,True
c05_orig_L2v03,original.java,compared.java,1.0,1.0,1.0,1.0,1.0,1,ir_plag,True,True
6be98ece_e1c4f3db,6be98ece.java,e1c4f3db.java,0.355,0.7151,0.409,0.8856,0.8182,0,conplag,True,True
3d245498_7838095f,3d245498.java,7838095f.java,0.997,0.9923,0.9963,0.994,1.0,1,conplag,True,True
c06_orig_L4v02,original.java,compared.java,0.5084,0.8875,0.6222,0.8672,1.0,1,ir_plag,True,True
6a47e491_f2cf6a74,6a47e491.java,f2cf6a74.java,0.3109,0.4359,0.3297,0.3961,0.2759,0,conplag,True,True
c03_orig_L4v01,original.java,compared.java,0.4653,0.7717,0.5572,0.7727,1.0,1,ir_plag,True,True
06b9cf99_fb69b3b4,06b9cf99.java,fb69b3b4.java,0.552,0.644,0.5658,0.9533,1.0,0,conplag,True,True
808f7516_9ebe348d,808f7516.java,9ebe348d.java,0.2991,0.7192,0.3621,0.8919,0.9524,0,conplag,True,True
c04_orig_L4v08,original.java,compared.java,0.5417,0.8375,0.6305,0.8049,1.0,1,ir_plag,True,True
565f77b7_e8006510,565f77b7.java,e8006510.java,0.4815,0.7536,0.5223,0.8844,0.7778,0,conplag,True,True
c02_orig_L1v06,original.java,compared.java,1.0,1.0,1.0,1.0,1.0,1,ir_plag,True,True
a5d5a95f_ab7507bf,a5d5a95f.java,ab7507bf.java,0.49,0.9393,0.5574,0.9524,0.8889,0,conplag,True,True
c07_orig_np10,original.java,compared.java,0.5399,0.9274,0.6562,0.9762,1.0,0,ir_plag,True,True
2a35cd81_97a7fab5,2a35cd81.java,97a7fab5.java,0.3881,0.7315,0.4396,0.9293,0.7857,0,conplag,True,True
c05_orig_np02,original.java,compared.java,0.4777,0.9307,0.6136,0.9386,1.0,0,ir_plag,True,True
c04_orig_L1v02,original.java,compared.java,1.0,1.0,1.0,1.0,1.0,1,ir_plag,True,True
c03_orig_L4v02,original.java,compared.java,0.5103,0.8018,0.5978,0.7664,1.0,1,ir_plag,True,True
1ea771ea_ee270b2a,1ea771ea.java,ee270b2a.java,0.3272,0.8508,0.4057,0.9341,0.8889,1,conplag,True,True
08b9908d_f5fb1b62,08b9908d.java,f5fb1b62.java,0.2582,0.7424,0.3308,0.6813,0.75,0,conplag,True,True
c02_orig_L4v07,original.java,compared.java,0.7926,0.7551,0.7813,0.7143,1.0,1,ir_plag,True,True
